iter	Logloss
314	0.5451719064
315	0.5450511928
316	0.5447516874
317	0.5446551674
318	0.544606533
319	0.544462415
320	0.5443906467
321	0.5443138098
322	0.5443019436
323	0.5440065356
324	0.5437193977
325	0.5435828742
326	0.5435282297
327	0.5434037089
328	0.5433230054
329	0.5432434493
330	0.5431990306
331	0.5431953284
332	0.543160499
333	0.5431236383
334	0.5430971598
335	0.5429537222
336	0.5429464774
337	0.5428488767
338	0.5426986497
339	0.5426943677
340	0.5426730985
341	0.5425951495
342	0.5424618154
343	0.5424582605
344	0.542453969
345	0.5423439994
346	0.5420768115
347	0.5418406062
348	0.5418365049
349	0.5418058462
350	0.5416773686
351	0.5415786907
352	0.5415083975
353	0.5414390475
354	0.5414368662
355	0.5414239042
356	0.5411597695
357	0.5411292521
358	0.5411010646
359	0.5410893435
360	0.5410858988
361	0.540851853
362	0.5408190604
363	0.5408151419
364	0.5407664833
365	0.5406401756
366	0.5406075319
367	0.5405761433
368	0.5403260439
369	0.540206169
370	0.540077723
371	0.5399481668
372	0.5399286082
373	0.5398097403
374	0.539805129
375	0.5395775363
376	0.5393375232
377	0.5392358322
378	0.5391614069
379	0.5391295734
380	0.5390369056
381	0.5389349599
382	0.5389332437
383	0.5388302799
384	0.5387948791
385	0.5385665489
386	0.5385369088
387	0.5384516746
388	0.5382295816
389	0.5381359615
390	0.5380438699
391	0.5379912296
392	0.5379567611
393	0.5378403018
394	0.5378106985
395	0.5376863041
396	0.5374718305
397	0.5372620708
398	0.5371593632
399	0.5370539725
400	0.536938141
401	0.5368419642
402	0.5367037668
403	0.5365719264
404	0.5365514219
405	0.5364758051
406	0.536426872
407	0.5363014176
408	0.5362738945
409	0.5362089105
410	0.5361468483
411	0.5361336256
412	0.5361291907
413	0.5360639741
414	0.5360111242
415	0.5360058554
416	0.5359306514
417	0.5359286605
418	0.5359245224
419	0.5358818585
420	0.5358775027
421	0.5358735798
422	0.5358698823
423	0.5357616
424	0.535652062
425	0.5356492676
426	0.5356454581
427	0.5355540961
428	0.5354469843
429	0.5354437592
430	0.5354094594
431	0.5353516754
432	0.5352648646
433	0.5351523043
434	0.5349492685
435	0.5348795047
436	0.5347598545
437	0.5347591258
438	0.5347398237
439	0.5346232261
440	0.5344254508
441	0.5344065326
442	0.5343873822
443	0.5343681597
444	0.5343035623
445	0.5342301258
446	0.5341193814
447	0.5339259214
448	0.5338099573
449	0.5336982625
450	0.5336456886
451	0.533579033
452	0.5335773579
453	0.533456344
454	0.5332694883
455	0.5332640163
456	0.5332440373
457	0.5332410949
458	0.5332133375
459	0.5332094195
460	0.5331337249
461	0.5330573451
462	0.5329976639
463	0.532930659
464	0.5328357516
465	0.5327353172
466	0.5327166327
467	0.5326494941
468	0.5325783164
469	0.5325516541
470	0.5324685954
471	0.5324052349
472	0.5323459539
473	0.5322314162
474	0.5321689306
475	0.5321598965
476	0.5320766163
477	0.5320338551
478	0.5320032071
479	0.5319431985
480	0.5319376649
481	0.5319084006
482	0.531824833
483	0.5318003693
484	0.53179878
485	0.5316157718
486	0.5315648643
487	0.531563269
488	0.5315134605
489	0.5314878982
490	0.5314106208
491	0.5313199002
492	0.5312122293
493	0.5311995305
494	0.5311144238
495	0.5311053255
496	0.5310717886
497	0.5310487664
498	0.5310443073
499	0.5310340905
500	0.530948231
501	0.5309270164
502	0.5309258559
503	0.5308755259
504	0.5308018874
505	0.5307113551
506	0.5306893616
507	0.5305885758
508	0.5305726545
509	0.5305715662
510	0.5304688657
511	0.530464918
512	0.5304413937
513	0.5304119084
514	0.5303416956
515	0.5303351217
516	0.5302576387
517	0.5302446604
518	0.5302058094
519	0.5301252552
520	0.530053854
521	0.5300520328
522	0.530049356
523	0.5299644821
524	0.5298866191
525	0.5297828452
526	0.5297105952
527	0.5296347719
528	0.5295398289
529	0.5295279626
530	0.5294531033
531	0.5294352755
532	0.5293739087
533	0.5292794312
534	0.529209424
535	0.5291689294
536	0.5291567423
537	0.5291550098
538	0.5291281477
539	0.5290883927
540	0.5289866403
541	0.5289825889
542	0.5288068038
543	0.5287368847
544	0.5287197708
545	0.5287167669
546	0.5286499564
547	0.5286491989
548	0.5286276193
549	0.5285560736
550	0.5285526042
551	0.5284958903
552	0.5284933667
553	0.5284368817
554	0.5283432698
555	0.5283219961
556	0.5283109554
557	0.5282623582
558	0.5282499262
559	0.5282308114
560	0.5282267249
561	0.5281886705
562	0.5281801499
563	0.5281032727
564	0.5280178442
565	0.5279598058
566	0.5279069868
567	0.5278543211
568	0.5278452751
569	0.5277835822
570	0.5277789476
571	0.5277225784
572	0.5276577898
573	0.5275007068
574	0.5274969796
575	0.5274656623
576	0.5274025276
577	0.5273986198
578	0.5273865159
579	0.5273834077
580	0.5273064802
581	0.5273038086
582	0.5272460575
583	0.5272332675
584	0.5271761659
585	0.5271752261
586	0.5271618157
587	0.5270760948
588	0.5270135548
589	0.5269182914
590	0.5268754104
591	0.5267080458
592	0.5266543972
593	0.5266387633
594	0.526605684
595	0.5265457125
596	0.5264300471
597	0.5264286686
598	0.5263488554
599	0.5263240162
600	0.5262782669
601	0.5262616985
602	0.5262452819
603	0.5262384111
604	0.5262379452
605	0.5262278775
606	0.5261835427
607	0.5261817027
608	0.5261787729
609	0.5261101396
610	0.5261056584
611	0.5260476496
612	0.5260268459
613	0.5258684391
614	0.5258144971
615	0.5258136261
616	0.5257547398
617	0.5257514815
618	0.5256740601
619	0.5255931532
620	0.5255679891
621	0.5255672977
622	0.5255529381
623	0.5255517378
624	0.5255453552
625	0.5255405734
626	0.52547124
627	0.5253911702
628	0.5253908082
629	0.5253266535
630	0.5253116428
631	0.5252999344
632	0.5252779339
633	0.525273547
634	0.5252614849
635	0.5252116039
636	0.5251547889
637	0.525134258
638	0.5250937037
639	0.5250826535
640	0.5250572735
641	0.5249572379
642	0.5249201767
643	0.5249165166
644	0.5248971471
645	0.5248705254
646	0.5248015171
647	0.5248000667
648	0.5247670473
649	0.5247111571
650	0.5246652751
651	0.5246523684
652	0.5246135168
653	0.5245986593
654	0.5245975032
655	0.5245879029
656	0.5245836375
657	0.5245671072
658	0.5244607157
659	0.5244555223
660	0.5243665404
661	0.524357318
662	0.5243474464
663	0.5242843114
664	0.5242745623
665	0.5242724651
666	0.5242193335
667	0.5242081
668	0.524169591
669	0.5240646138
670	0.5240605266
671	0.5240499102
672	0.5240252269
673	0.5240179372
674	0.5239191304
675	0.5239081917
676	0.5239046066
677	0.5238262398
678	0.5238100227
679	0.52379269
680	0.523788143
681	0.5237865552
682	0.5237151195
683	0.5237133915
684	0.52369231
685	0.5236364484
686	0.5235753311
687	0.5234831035
688	0.5234817332
689	0.5234293666
690	0.5233901372
691	0.5233413941
692	0.523187811
693	0.523187051
694	0.5231276767
695	0.5230500878
696	0.5230490749
697	0.5229153058
698	0.522873889
699	0.5228331666
700	0.5228170347
701	0.5228160551
702	0.5227644674
703	0.5226881057
704	0.5226869823
705	0.5226577552
706	0.522639956
707	0.5226388706
708	0.52258548
709	0.5225304593
710	0.5224737697
711	0.5224581005
712	0.5223867067
713	0.5223575244
714	0.5223539022
715	0.5223530341
716	0.5223377776
717	0.5221917361
718	0.5221770229
719	0.5221754981
720	0.5221645181
721	0.5221376387
722	0.5220611597
723	0.522053951
724	0.5220512058
725	0.5220125368
726	0.5220099003
727	0.5219639621
728	0.5219532735
729	0.5219375862
730	0.5219361005
731	0.5218844497
732	0.5217419634
733	0.5217371524
734	0.5217356191
735	0.5215958513
736	0.5215476595
737	0.5214927311
738	0.5213564449
739	0.5213265215
740	0.5212828823
741	0.5212741593
742	0.521221287
743	0.5212204498
744	0.5211641582
745	0.5211623042
746	0.5211477915
747	0.5211466839
748	0.5211439904
749	0.5211352641
750	0.521090955
751	0.5210719566
752	0.5210042323
753	0.5209854185
754	0.5209839366
755	0.5209392048
756	0.5209305556
757	0.5209295751
758	0.5208869459
759	0.520886473
760	0.5208450247
761	0.5207117892
762	0.520633124
763	0.5206087481
764	0.5205474144
765	0.5205401311
766	0.5205218611
767	0.5205184534
768	0.5204839074
769	0.5204799153
770	0.5204779711
771	0.5204044896
772	0.520352233
773	0.5203152312
774	0.5202545804
775	0.5202306426
776	0.5202264087
777	0.5202178806
778	0.520215352
779	0.5202001443
780	0.5201984884
781	0.5201903046
782	0.5201378575
783	0.5201232838
784	0.5200801314
785	0.5200101128
786	0.5199632329
787	0.5199587891
788	0.5199435107
789	0.5199012909
790	0.5198920194
791	0.5197604901
792	0.5197511479
793	0.519735265
794	0.5197322982
795	0.5197291135
796	0.5196675097
797	0.5196666398
798	0.5195640775
799	0.5195514453
800	0.5195454431
801	0.5194599748
802	0.519446167
803	0.5193189525
804	0.5193028035
805	0.5192425471
806	0.5192419757
807	0.5192304596
808	0.5192237804
809	0.5191406232
810	0.5191369988
811	0.5191075077
812	0.5191063355
813	0.5190958194
814	0.5190698087
815	0.5190693761
816	0.519027266
817	0.5190226319
818	0.5190144195
819	0.519013479
820	0.5189987448
821	0.5189620767
822	0.5188958043
823	0.5188946983
824	0.5187702471
825	0.5187334697
826	0.5187325924
827	0.5187249405
828	0.5187175233
829	0.5187117183
830	0.518678623
831	0.5186329946
832	0.5186324142
833	0.5185870556
834	0.518464892
835	0.5184497984
836	0.5184324742
837	0.5184321439
838	0.5183247492
839	0.5182637539
840	0.5182489683
841	0.5182270757
842	0.5181760284
843	0.5181347708
844	0.5181331744
845	0.5180670216
846	0.5180129159
847	0.518012299
848	0.517924131
849	0.5178547592
850	0.5177613776
851	0.5177048966
852	0.5175972482
853	0.5175955693
854	0.5175744797
855	0.5175658753
856	0.5175598245
857	0.5175054431
858	0.5174147493
859	0.5173273978
860	0.51731414
861	0.51726322
862	0.5172593741
863	0.5172569841
864	0.5172538674
865	0.5172521991
866	0.5172498399
867	0.5172006549
868	0.5171413746
869	0.5170927589
870	0.5170918863
871	0.5170717589
872	0.5169889768
873	0.5169828027
874	0.5169152042
875	0.5168868256
876	0.5168793756
877	0.5168668593
878	0.5167972157
879	0.516737663
880	0.516663294
881	0.5166299962
882	0.5166165774
883	0.5165531296
884	0.5165503065
885	0.5165009976
886	0.5164931458
887	0.5164390994
888	0.5163247616
889	0.5162772418
890	0.5162627591
891	0.5162618131
892	0.5162599257
893	0.5162181634
894	0.516192706
895	0.5160811242
896	0.5160777854
897	0.5160648126
898	0.5160616232
899	0.5160578853
900	0.5160487985
901	0.5159917861
902	0.5159812016
903	0.5159792459
904	0.5159370712
905	0.5158977672
906	0.5158608234
907	0.515858943
908	0.5157924454
909	0.5157913429
910	0.5157878953
911	0.5157848325
912	0.515729809
913	0.5156755736
914	0.5156532674
915	0.5156065974
916	0.5155604306
917	0.5155569526
918	0.5155555643
919	0.5155533555
920	0.515473004
921	0.5153630577
922	0.5153494267
923	0.5153456696
924	0.5153449429
925	0.5152894865
926	0.5152886104
927	0.5152767653
928	0.5152673158
929	0.5152630146
930	0.5152273972
931	0.5151281277
932	0.5150875618
933	0.5150862548
934	0.5150853407
935	0.5150656664
936	0.5150573391
937	0.5149629268
938	0.5149286124
939	0.5148903572
940	0.5148897023
941	0.5148419638
942	0.5148406931
943	0.5147899775
944	0.5147663979
945	0.5147645727
946	0.5146615533
947	0.5146210906
948	0.5146193976
949	0.5146059898
950	0.5145364718
951	0.5145282701
952	0.5145235738
953	0.5145219879
954	0.5144862732
955	0.5144160043
956	0.5143936838
957	0.5143538858
958	0.5143204016
959	0.5142293632
960	0.5141969536
961	0.5141415376
962	0.5141408057
963	0.5141264097
964	0.5141141405
965	0.514012999
966	0.5139599939
967	0.5139457077
968	0.5139243793
969	0.5139059552
970	0.5138280669
971	0.5138217529
972	0.5137737634
973	0.5137730352
974	0.5136856117
975	0.5136795562
976	0.5136583366
977	0.5136552181
978	0.5136479101
979	0.5136135634
980	0.5135624794
981	0.5135605272
982	0.5135121714
983	0.5134894519
984	0.5134206096
985	0.5134197
986	0.5133456999
987	0.513324989
988	0.5133183106
989	0.5133136163
990	0.5132569502
991	0.5131937126
992	0.5131176495
993	0.5131042658
994	0.5131043374
995	0.513093363
996	0.5130875675
997	0.513006074
998	0.5129620927
999	0.5129613653
1000	0.5129570909
1001	0.5129166663
1002	0.5129165515
1003	0.5129066217
1004	0.5129059038
1005	0.5129046306
1006	0.5128931433
1007	0.5128483796
1008	0.5128400489
1009	0.512798626
1010	0.5127751726
1011	0.5127639435
1012	0.5126997345
1013	0.5126974556
1014	0.5126962694
1015	0.5126735313
1016	0.5126709891
1017	0.5125726483
1018	0.5125071103
1019	0.512483785
1020	0.5124495304
1021	0.5123944918
1022	0.5123919158
1023	0.5123718225
1024	0.5123690694
1025	0.5123495541
1026	0.5123414145
1027	0.5123391642
1028	0.5123289665
1029	0.5122696392
1030	0.5122636027
1031	0.5122583781
1032	0.5122520634
1033	0.512247884
1034	0.5122395888
1035	0.5122331136
1036	0.5122028565
1037	0.5121993062
1038	0.5121594239
1039	0.5121099829
1040	0.5121091155
1041	0.5120585647
1042	0.5120180591
1043	0.511946096
1044	0.5119013092
1045	0.5118937532
1046	0.5118847344
1047	0.5118202161
1048	0.5118109079
1049	0.5117509473
1050	0.5117457237
1051	0.5117408543
1052	0.5117367174
1053	0.5117311587
1054	0.5117301066
1055	0.5117300348
1056	0.5116946461
1057	0.5116937095
1058	0.5116837665
1059	0.5115864125
1060	0.5115806546
1061	0.5115771032
1062	0.5114485047
1063	0.5114464951
1064	0.5114332745
1065	0.511402298
1066	0.5113988404
1067	0.5113985518
1068	0.5113979663
1069	0.5113200346
1070	0.5112985278
1071	0.511294855
1072	0.5112884571
1073	0.5112830057
1074	0.5112352464
1075	0.5111635762
1076	0.5111249559
1077	0.5110857963
1078	0.5110470746
1079	0.5110356722
1080	0.5109701788
1081	0.5109652123
1082	0.5109611067
1083	0.5109212313
1084	0.5109099628
1085	0.5108155073
1086	0.5108089566
1087	0.5108057686
1088	0.5107610483
1089	0.5107242993
1090	0.5107212944
1091	0.5107152248
1092	0.5107131896
1093	0.5107093356
1094	0.5107070315
1095	0.5107037217
1096	0.5107032476
1097	0.5107006849
1098	0.5107006502
1099	0.5106676278
1100	0.5106669294
1101	0.5106662417
1102	0.5106655251
1103	0.5106621897
1104	0.5105966252
1105	0.5105892395
1106	0.5105881519
1107	0.5105719521
1108	0.5105429311
1109	0.5105065438
1110	0.5104755597
1111	0.5104617536
1112	0.510448378
1113	0.5104399416
1114	0.5104038278
1115	0.5104011256
1116	0.5103992851
1117	0.5103869345
1118	0.5103844054
1119	0.5103835388
1120	0.5103830292
1121	0.5103807855
1122	0.5103807097
1123	0.5103767483
1124	0.5103562887
1125	0.5103171488
1126	0.5103150313
1127	0.5103114501
1128	0.510304926
1129	0.5102625768
1130	0.5102400877
1131	0.5102268036
1132	0.510226355
1133	0.5101998033
1134	0.5101965982
1135	0.5101932965
1136	0.5101927209
1137	0.5101739013
1138	0.5100522784
1139	0.5100296581
1140	0.510025805
1141	0.5100096358
1142	0.5099410733
1143	0.5099291705
1144	0.5099283368
1145	0.5099249882
1146	0.5098814733
1147	0.5097885794
1148	0.5097761042
1149	0.5097701409
1150	0.5097579114
1151	0.509752406
1152	0.5097480319
1153	0.5097398379
1154	0.5096816203
1155	0.5096529252
1156	0.5096083107
1157	0.5095792489
1158	0.5095779468
1159	0.5095465289
1160	0.5095454372
1161	0.5095393716
1162	0.509536997
1163	0.5095357039
1164	0.5095262416
1165	0.5094810862
1166	0.5094803283
1167	0.5094799301
1168	0.5094307653
1169	0.5094027557
1170	0.5093907077
1171	0.5093124891
1172	0.5093104864
1173	0.5092958952
1174	0.5092429954
1175	0.5092374782
1176	0.5092359954
1177	0.5092267561
1178	0.5091935424
1179	0.509186342
1180	0.5091842069
1181	0.5091820466
1182	0.5091057111
1183	0.5091001915
1184	0.5090681543
1185	0.5090414141
1186	0.5090336498
1187	0.5090323855
1188	0.509029602
1189	0.5089822969
1190	0.5089576408
1191	0.508951913
1192	0.5089141697
1193	0.5089131253
1194	0.5089122237
1195	0.50879653
1196	0.5087572769
1197	0.5087444162
1198	0.5087303735
1199	0.5086768711
